0,0,0,0,0,0,0,0,0,0
-0.0043890832291133,-0.0053494554566316,-0.00504112944713839,-0.00326147545906461,-0.00395567837471277,-0.058238477340684,-0.0589962022644987,-0.0556875244648385,-0.0577999203679521,-0.0603249318086059
-0.00438892677771697,-0.00534926502657565,-0.00504093891969074,-0.00326135919573454,-0.00395554798155967,-0.05823607515393,-0.0589937601158145,-0.0556852166085871,-0.0577975429094758,-0.0603224586669091
-0.00438877032632063,-0.0053490745965196,-0.00504074839224309,-0.00326124293240457,-0.00395541758840661,-0.0582336729671756,-0.0589913179671299,-0.0556829087523357,-0.057795165450999,-0.0603199855252114
-0.00438861385820688,-0.00534888415774141,-0.00504055784686001,-0.0032611266316198,-0.0039552871823508,-0.0582312707658006,-0.0589888758049403,-0.0556806008713388,-0.0577927880046764,-0.0603175123663906
-0.00438845751586341,-0.00534869378225943,-0.00504036746923686,-0.0032610105088364,-0.00395515685034416,-0.0582288686827989,-0.058986433772216,-0.0556782932524627,-0.0577904104156243,-0.0603150393886445
-0.00438830109107742,-0.00534850335882995,-0.00504017699707013,-0.00326089425778298,-0.00395502646247435,-0.0582264666775329,-0.0589839918042373,-0.05567598568303,-0.0577880329996233,-0.0603125664657024
-0.00438814323671819,-0.00534831230332431,-0.00503998474488679,-0.00326077530575315,-0.00395489531696966,-0.0582240631188792,-0.0589815482061393,-0.0556736748854319,-0.0577856570359781,-0.0603100915264197
-0.00438798193404767,-0.00534811979152322,-0.00503978852087821,-0.00326064927034634,-0.00395476238067944,-0.0582216546737344,-0.0589790996958183,-0.0556713547804194,-0.0577832839577153,-0.0603076105590619
-0.00438781496428821,-0.00534792490659534,-0.00503958615286728,-0.00326051122608267,-0.00395462635806227,-0.0582192366346995,-0.0589766418560533,-0.0556690175781291,-0.0577809141837698,-0.0603051180294894
-0.0043876397733905,-0.00534772657243437,-0.00503937512519418,-0.00326035545924927,-0.00395448578820735,-0.0582168033034318,-0.0589741693505661,-0.0556666540489423,-0.057778547920843,-0.0603026072291522
-0.00438745416535286,-0.00534752380300685,-0.00503915360368138,-0.00326017718072699,-0.00395433903830542,-0.0582143479978902,-0.0589716762184303,-0.0556642545321245,-0.0577761830497143,-0.0603000704656625
-0.00438725609783141,-0.00534731563656402,-0.00503892007812667,-0.00325997202680032,-0.00395418433509613,-0.0582118632767334,-0.058969155961727,-0.0556618088767461,-0.0577738160009082,-0.0602974992701856
-0.00438704403178438,-0.00534710124751574,-0.00503867392222944,-0.00325973702794463,-0.00395401960183767,-0.0582093409802496,-0.0589666017858514,-0.0556593071062277,-0.0577714404880133,-0.0602948845615334
-0.00438681718172005,-0.00534688002420434,-0.00503841577995295,-0.0032594714127412,-0.00395384235687187,-0.0582067723439027,-0.0589640068365275,-0.0556567399527151,-0.0577690466832409,-0.0602922168297209
-0.0043865752040855,-0.00534665148789625,-0.00503814707985402,-0.00325917571011195,-0.00395364983037362,-0.0582041481049976,-0.0589613641131872,-0.0556540984108484,-0.0577666224925166,-0.0602894862010036
-0.00438631827742862,-0.00534641532303828,-0.00503787016163255,-0.00325885193476633,-0.00395343894978994,-0.0582014585796663,-0.0589586665774986,-0.055651373947997,-0.0577641533797621,-0.0602866825506871
-0.00438604717983133,-0.005346171395919,-0.0050375884769233,-0.00325850387686174,-0.00395320620349279,-0.0581986935105551,-0.0589559071151355,-0.0556485585079257,-0.0577616218064481,-0.060283795377142
-0.0043857629708488,-0.00534591968139695,-0.00503730582542419,-0.00325813622037678,-0.00395294810502591,-0.0581958428813549,-0.0589530789016505,-0.0556456446687673,-0.0577590095911159,-0.0602808145289737
-0.00438546656925504,-0.00534566015557962,-0.00503702522100965,-0.00325775304118454,-0.00395266197946355,-0.0581928985772138,-0.0589501763385884,-0.0556426265400462,-0.0577563018526673,-0.0602777317787485
-0.00438515874950463,-0.00534539279463172,-0.00503674895656197,-0.0032573577848708,-0.00395234587440027,-0.0581898541984579,-0.0589471949303701,-0.0556394995825396,-0.0577534867485687,-0.060274540642034
